MST code,Citizenship,Dept,Dept name,App. Status,Time App. Started,Date App. Started,Transfer date,App year,Inquiry
050000363457,Turkey,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),13:55:30,2023-03-10,2023-03-31,2023/24,
050000363914,Tajikistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:58:49,2023-01-21,2023-01-26,2023/24,
050000364664,Ukraine,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),10:00:13,2023-04-08,2023-04-08,2023/24,
050000364837,Luxembourg,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),23:11:22,2023-01-04,2023-02-02,2023/24,
050000338117,Kazakhstan,HIST,Department of History,Submitted via Web (PAID),22:45:09,2023-01-20,2023-02-03,2023/24,INTR
050000364976,"Iran, Islamic Republic of",SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),11:52:29,2022-11-09,2022-11-28,2023/24,
050000365225,Kyrgyzstan,SLTG,Source Language Teaching Group,Submitted via Web (PAID),13:29:44,2023-09-19,2023-09-19,2023/24,
050000365525,Kenya,DOPP,Department of Public Policy,Submitted via Web (PAID),19:42:40,2023-01-25,2023-02-03,2023/24,
050000366046,United States of America,MEDS,Department of Medieval Studies,Submitted via Web (PAID),12:08:05,2022-10-03,2023-01-30,2023/24,
050000366353,United Kingdom,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:56:43,2022-11-30,2022-12-12,2023/24,
050000366538,Japan,HIST,Department of History,Submitted via Web (PAID),12:10:31,2022-12-10,2023-01-27,2023/24,
050000366797,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),18:40:12,2022-12-23,2023-01-16,2023/24,
050000366939,Ukraine,SPEP,Special and Extension Programs,Submitted via Web (PAID),17:54:15,2023-09-25,2023-09-25,2023/24,
050000366961,Viet Nam,GENS,Department of Gender Studies,Submitted via Web (PAID),09:01:45,2022-11-08,2023-01-25,2023/24,
050000366961,Viet Nam,DOPP,Department of Public Policy,Submitted via Web (PAID),08:59:10,2022-11-08,2023-01-25,2023/24,
050000367034,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),00:55:19,2022-10-06,2022-12-15,2023/24,
050000367034,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),16:39:39,2022-10-13,2022-12-17,2023/24,
050000367155,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:17:14,2023-01-24,2023-01-26,2023/24,
050000367261,Nigeria,LEGS,Department of Legal Studies,Submitted via Web (PAID),18:14:10,2022-11-18,2023-01-04,2023/24,
050000367289,Russian Federation,INTR,Department of International Relations,Submitted via Web (PAID),12:17:16,2022-09-23,2023-01-31,2023/24,
050000367289,Russian Federation,POLS,Department of Political Science,Submitted via Web (PAID),23:08:27,2023-01-03,2023-01-30,2023/24,
050000280467,Syrian Arab Republic,MEDS,Department of Medieval Studies,Submitted via Web (PAID),21:47:44,2023-01-18,2023-02-01,2023/24,
050000280467,Syrian Arab Republic,ECBS,Department of Economics and Business,Submitted via Web (PAID),23:40:57,2023-01-23,2023-02-01,2023/24,
050000280467,Syrian Arab Republic,MEDS,Department of Medieval Studies,Submitted via Web (PAID),23:32:02,2023-01-26,2023-02-01,2023/24,
050000280467,Syrian Arab Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:45:11,2023-01-18,2023-02-01,2023/24,
050000280467,Turkey,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:01:10,2023-01-31,2023-02-01,2023/24,
050000280467,Syrian Arab Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),16:15:32,2023-02-01,2023-02-01,2023/24,
050000367384,Ethiopia,DOPP,Department of Public Policy,Submitted via Web (PAID),14:05:24,2022-10-26,2023-01-27,2023/24,
050000367384,Ethiopia,DOPP,Department of Public Policy,Submitted via Web (PAID),13:57:38,2022-10-26,2023-01-24,2023/24,
050000367452,United States of America,INTR,Department of International Relations,Submitted via Web (PAID),19:06:02,2022-10-05,2022-11-10,2023/24,
050000367279,Pakistan,GENS,Department of Gender Studies,Submitted via Web (PAID),16:23:53,2022-09-23,2022-09-28,2023/24,MEDS
050000367815,Tajikistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:13:19,2023-01-19,2023-01-29,2023/24,
050000368204,Egypt,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:17:02,2023-01-30,2023-01-30,2023/24,
050000368656,"Korea, Republic of",MEDS,Department of Medieval Studies,Downloaded / Application Started,16:33:26,2023-08-31,,2023/24,
050000368656,"Korea, Republic of",MEDS,Department of Medieval Studies,Submitted via Web (PAID),03:28:28,2023-08-31,2023-09-07,2023/24,
050000368656,"Korea, Republic of",SLTG,Source Language Teaching Group,Submitted via Web (PAID),02:39:16,2023-08-31,2023-08-31,2023/24,
050000368770,Croatia,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),14:05:32,2023-01-30,2023-02-06,2023/24,
050000368808,Pakistan,HIST,Department of History,Submitted via Web (PAID),19:02:49,2022-12-20,2023-02-06,2023/24,
050000368918,Liberia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),12:32:12,2022-12-17,2022-12-17,2023/24,
050000368993,United States of America,MEDS,Department of Medieval Studies,Submitted via Web (PAID),19:55:24,2023-09-19,2023-09-19,2023/24,
050000369024,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:16:49,2023-01-11,2023-01-24,2023/24,
050000369033,Cameroon,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),22:38:09,2023-01-11,2023-01-23,2023/24,
,Jordan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),12:51:05,2022-12-18,2022-12-19,2023/24,
050000369228,Philippines,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:19:25,2023-01-06,2023-02-01,2023/24,
050000369269,Kenya,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),14:30:11,2023-05-24,2023-05-29,2023/24,
050000369337,Lao People`s Democratic Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),08:03:01,2023-01-06,2023-01-19,2023/24,
050000369502,Turkey,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:38:22,2023-01-24,2023-01-28,2023/24,
050000369545,Ethiopia,LEGS,Department of Legal Studies,Submitted via Web (PAID),10:38:35,2022-09-28,2023-01-25,2023/24,
050000343742,Nigeria,HIST,Department of History,Submitted via Web (PAID),16:49:12,2023-01-05,2023-01-31,2023/24,INTRMLADI
050000369685,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),13:43:42,2022-11-13,2022-12-13,2023/24,
050000369757,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),22:15:06,2022-10-17,2023-01-17,2023/24,
050000369757,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),14:47:40,2022-11-27,2023-01-17,2023/24,
050000369925,Serbia,DOPP,Department of Public Policy,Submitted via Web (PAID),21:05:00,2022-10-03,2023-01-31,2023/24,
050000370076,Kyrgyzstan,GENS,Department of Gender Studies,Submitted via Web (PAID),17:52:40,2023-01-31,2023-02-03,2023/24,
050000370129,Netherlands,PHIL,Department of Philosophy,Submitted via Web (PAID),10:33:25,2022-12-01,2022-12-06,2023/24,
050000370196,Ethiopia,LEGS,Department of Legal Studies,Submitted via Web (PAID),21:15:58,2022-11-03,2022-12-05,2023/24,
050000370219,Ghana,POLS,Department of Political Science,Submitted via Web (PAID),16:01:15,2022-10-10,2022-11-29,2023/24,
050000370332,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),14:29:28,2022-09-27,2023-02-02,2023/24,
050000370761,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:47:53,2022-10-11,2022-11-04,2023/24,
050000370887,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:29:33,2022-12-15,2022-12-15,2023/24,
050000371294,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:40:03,2023-01-03,2023-01-07,2023/24,
050000371332,Syrian Arab Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),09:10:25,2022-11-12,2023-01-30,2023/24,
050000371332,Syrian Arab Republic,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),14:07:39,2023-01-27,2023-01-27,2023/24,
050000371466,Georgia,LEGS,Department of Legal Studies,Submitted via Web (PAID),08:00:03,2022-11-25,2023-01-25,2023/24,
050000371692,Ethiopia,ECBS,Department of Economics and Business,Submitted via Web (PAID),21:14:41,2022-10-24,2022-10-28,2023/24,ECBS
050000372011,India,LEGS,Department of Legal Studies,Submitted via Web (PAID),03:04:34,2023-01-07,2023-01-26,2023/24,
,Liberia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:38:40,2022-11-29,2022-12-06,2023/24,
050000372161,Liberia,DOPP,Department of Public Policy,Submitted via Web (PAID),11:45:43,2022-10-10,2022-10-11,2023/24,
050000372463,Kenya,INTR,Department of International Relations,Submitted via Web (PAID),13:32:40,2022-11-28,2023-01-03,2023/24,
050000372507,Russian Federation,HIST,Department of History,Submitted via Web (PAID),20:33:28,2022-12-30,2023-02-01,2023/24,
050000372507,Russian Federation,HIST,Department of History,Submitted via Web (PAID),14:51:09,2023-01-25,2023-02-01,2023/24,
050000372631,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),16:02:26,2023-01-22,2023-01-22,2023/24,
050000372631,Bangladesh,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),15:16:10,2023-01-21,2023-01-22,2023/24,
050000372810,Kazakhstan,GENS,Department of Gender Studies,Submitted via Web (PAID),12:37:39,2023-01-16,2023-01-26,2023/24,
050000372810,Kazakhstan,GENS,Department of Gender Studies,Submitted via Web (PAID),13:07:09,2023-01-23,2023-01-29,2023/24,
050000372810,Kazakhstan,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),08:08:08,2023-01-23,2023-01-29,2023/24,
050000372921,"Iran, Islamic Republic of",GENS,Department of Gender Studies,Submitted via Web (PAID),20:57:32,2023-01-04,2023-02-02,2023/24,
050000372980,Eritrea,DNDS,Department of Network and Data Science,Submitted via Web (PAID),07:52:46,2022-12-31,2023-01-30,2023/24,
050000373108,Azerbaijan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),10:57:22,2022-10-11,2023-01-25,2023/24,
050000373108,Azerbaijan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),12:22:10,2022-11-27,2023-01-25,2023/24,
050000373201,Kyrgyzstan,MEDS,Department of Medieval Studies,Submitted via Web (PAID),14:45:33,2023-01-31,2023-01-31,2023/24,
050000373201,Kyrgyzstan,DOPP,Department of Public Policy,Submitted via Web (PAID),15:50:37,2022-11-02,2022-12-27,2023/24,
050000369978,Bulgaria,CDCR,Department of Cognitive Science,Submitted via Web (PAID),11:26:49,2022-11-06,2023-01-23,2023/24,CDCR
050000373300,Russian Federation,ECBS,Department of Economics and Business,Submitted via Web (PAID),16:40:10,2023-01-18,2023-01-31,2023/24,
050000373350,Malawi,DOPP,Department of Public Policy,Submitted via Web (PAID),09:46:35,2022-09-29,2022-10-04,2023/24,DOPPJOBSAC
050000373360,Kazakhstan,NATI,Nationalism Studies Program,Submitted via Web (PAID),11:46:29,2023-01-16,2023-02-06,2023/24,
050000373360,Kazakhstan,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),11:46:03,2023-01-16,2023-02-06,2023/24,
050000373398,Austria,DOPP,Department of Public Policy,Submitted via Web (PAID),15:14:57,2023-01-29,2023-02-01,2023/24,
050000373425,Brazil,LEGS,Department of Legal Studies,Submitted via Web (PAID),12:43:36,2022-09-23,2023-02-06,2023/24,
,Nigeria,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),21:55:44,2023-04-04,2023-04-15,2023/24,
050000373844,"Palestinian Territory, Occupied",HIST,Department of History,Submitted via Web (PAID),21:45:51,2023-02-01,2023-02-09,2023/24,
050000373942,Nigeria,DOPP,Department of Public Policy,Submitted via Web (PAID),10:19:34,2022-10-09,2023-01-18,2023/24,
050000374122,Portugal,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:39:27,2022-11-17,2023-01-30,2023/24,DSPSJOBSAC
050000374445,Mexico,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:07:00,2022-12-28,2023-01-01,2023/24,
050000374590,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:42:58,2022-10-31,2023-02-06,2023/24,
050000374590,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),11:39:44,2022-10-31,2023-02-12,2023/24,
050000374848,Nigeria,DOPP,Department of Public Policy,Submitted via Web (PAID),17:45:39,2022-12-09,2022-12-21,2023/24,
050000386871,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),21:18:07,2022-12-20,2022-12-21,2023/24,
050000375195,Tunisia,DNDS,Department of Network and Data Science,Submitted via Web (PAID),22:52:30,2022-10-15,2023-01-30,2023/24,
050000375406,China,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),11:33:30,2023-02-01,2023-02-03,2023/24,
050000375406,China,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),08:39:57,2022-12-04,2023-02-03,2023/24,
050000375473,China,ECBS,Department of Economics and Business,Submitted via Web (PAID),03:23:11,2022-09-28,2022-09-29,2023/24,
050000375554,Ethiopia,LEGS,Department of Legal Studies,Submitted via Web (PAID),15:40:43,2022-09-27,2022-11-30,2023/24,
,India,GENS,Department of Gender Studies,Submitted via Web (PAID),19:00:26,2023-01-25,2023-02-07,2023/24,
,India,GENS,Department of Gender Studies,Submitted via Web (PAID),14:31:29,2023-01-17,2023-02-06,2023/24,
050000375815,Hungary,MEDS,Department of Medieval Studies,Submitted via Web (PAID),10:31:06,2023-01-24,2023-01-25,2023/24,
050000376043,Austria,DOPP,Department of Public Policy,Submitted via Web (PAID),16:02:33,2023-01-18,2023-01-27,2023/24,OHWEB191121
050000376043,Austria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:06:36,2023-01-12,2023-01-27,2023/24,OHWEB191121
050000376043,Austria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:23:42,2023-01-13,2023-01-27,2023/24,OHWEB191121
050000376080,Nepal,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:03:04,2022-11-16,2023-01-22,2023/24,
050000376317,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),05:29:54,2022-12-28,2023-01-04,2023/24,
050000376338,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),22:54:05,2022-12-10,2023-01-12,2023/24,
050000376354,Turkey,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),00:42:05,2023-02-08,2023-02-09,2023/24,
050000376402,Nepal,HIST,Department of History,Submitted via Web (PAID),17:57:01,2023-01-05,2023-02-02,2023/24,
050000376456,Liberia,DOPP,Department of Public Policy,Submitted via Web (PAID),12:30:04,2022-10-16,2023-02-02,2023/24,
050000376604,Spain,LEGS,Department of Legal Studies,Submitted via Web (PAID),14:14:33,2023-01-25,2023-02-02,2023/24,
050000376622,Botswana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:57:10,2023-02-02,2023-02-02,2023/24,
050000376707,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:32:21,2022-12-07,2022-12-14,2023/24,
050000376707,Ghana,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),01:11:06,2022-12-06,2022-12-14,2023/24,
050000376916,Mexico,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:41:23,2023-01-10,2023-01-24,2023/24,
050000376692,Russian Federation,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),19:32:48,2023-01-23,2023-01-31,2023/24,PROSOEAD
050000377156,Kenya,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:58:58,2022-11-17,2022-11-18,2023/24,
050000377186,Hungary,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),17:05:55,2023-01-15,2023-01-17,2023/24,
050000377307,India,DOPP,Department of Public Policy,Submitted via Web (PAID),10:22:55,2023-01-27,2023-02-07,2023/24,
050000377396,Greece,CDCR,Department of Cognitive Science,Submitted via Web (PAID),20:32:33,2023-01-30,2023-02-01,2023/24,
050000377411,India,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),10:46:06,2022-11-17,2023-01-18,2023/24,
050000377674,Bangladesh,DNDS,Department of Network and Data Science,Submitted via Web (PAID),09:40:43,2022-12-08,2023-01-30,2023/24,
,Azerbaijan,LEGS,Department of Legal Studies,Submitted via Web (PAID),08:57:42,2023-01-30,2023-02-06,2023/24,
050000377722,Thailand,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),16:56:13,2022-11-30,2023-02-06,2023/24,
050000377803,Tunisia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),18:30:02,2023-01-15,2023-01-30,2023/24,
050000377859,Ukraine,INTR,Department of International Relations,Submitted via Web (PAID),20:41:28,2022-12-18,2023-01-25,2023/24,
050000377859,Ukraine,DOPP,Department of Public Policy,Submitted via Web (PAID),23:19:56,2022-12-18,2023-01-24,2023/24,
050000377986,Kenya,DOPP,Department of Public Policy,Submitted via Web (PAID),21:34:35,2023-01-27,2023-02-01,2023/24,
050000378013,Philippines,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:54:15,2022-11-14,2022-11-14,2023/24,
050000378013,Philippines,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:14:11,2022-11-14,2022-11-14,2023/24,
050000378171,Finland,UGS,Undergraduate Studies,Submitted via Web (PAID),11:18:52,2022-10-14,2023-01-20,2023/24,
050000290171,Nepal,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),06:09:26,2023-01-18,2023-01-19,2023/24,
050000378378,India,ECBS,Department of Economics and Business,Submitted via Web (PAID),12:16:25,2023-01-30,2023-02-03,2023/24,
050000378573,Indonesia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),12:42:42,2022-12-05,2023-01-03,2023/24,
050000378616,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),10:27:46,2023-01-29,2023-01-29,2023/24,
050000378738,Brazil,LEGS,Department of Legal Studies,Submitted via Web (PAID),15:12:43,2023-01-28,2023-02-06,2023/24,
050000378792,China,LEGS,Department of Legal Studies,Submitted via Web (PAID),07:15:38,2022-12-09,2022-12-15,2023/24,
050000378814,Turkey,DOPP,Department of Public Policy,Submitted via Web (PAID),11:53:11,2023-01-06,2023-01-31,2023/24,
050000378814,Turkey,DOPP,Department of Public Policy,Submitted via Web (PAID),16:11:53,2023-01-09,2023-01-31,2023/24,
050000379225,Liberia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),14:39:49,2022-12-30,2023-01-13,2023/24,
050000379240,India,HIST,Department of History,Submitted via Web (PAID),11:20:46,2023-01-02,2023-02-06,2023/24,
050000379252,Spain,GENS,Department of Gender Studies,Submitted via Web (PAID),14:05:45,2022-11-04,2023-01-31,2023/24,
050000379361,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),00:26:21,2023-01-11,2023-01-25,2023/24,
050000379368,United States of America,GENS,Department of Gender Studies,Submitted via Web (PAID),15:20:08,2023-01-21,2023-01-23,2023/24,
050000379368,United States of America,HIST,Department of History,Submitted via Web (PAID),20:14:52,2023-01-10,2023-02-01,2023/24,
050000377858,Georgia,INTR,Department of International Relations,Submitted via Web (PAID),20:01:56,2023-01-26,2023-01-27,2023/24,LAC-GEO
050000379531,Myanmar,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),11:20:23,2022-11-23,2022-11-28,2023/24,
050000379614,Russian Federation,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),15:26:25,2023-01-31,2023-02-02,2023/24,
050000379954,Germany,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),15:56:24,2022-12-03,2023-01-16,2023/24,
050000380046,India,INTR,Department of International Relations,Submitted via Web (PAID),23:24:14,2022-11-08,2022-11-09,2023/24,
050000380046,India,PHIL,Department of Philosophy,Submitted via Web (PAID),19:10:10,2022-11-07,2022-11-09,2023/24,
050000380046,India,POLS,Department of Political Science,Submitted via Web (PAID),23:47:57,2022-11-08,2022-11-09,2023/24,
050000380128,India,ECBS,Department of Economics and Business,Submitted via Web (PAID),04:28:56,2023-02-01,2023-02-06,2023/24,
050000380168,Malawi,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),20:25:19,2023-01-16,2023-01-19,2023/24,
050000380291,Italy,LEGS,Department of Legal Studies,Submitted via Web (PAID),15:46:48,2023-04-13,2023-04-29,2023/24,
050000380452,Gambia,LEGS,Department of Legal Studies,Submitted via Web (PAID),17:37:15,2023-01-01,2023-01-16,2023/24,
050000380463,Turkey,INTR,Department of International Relations,Submitted via Web (PAID),12:25:26,2022-10-01,2023-02-02,2023/24,
050000380472,Austria,UGS,Undergraduate Studies,Submitted via Web (PAID),14:42:41,2022-12-27,2023-01-24,2023/24,
050000380652,Kyrgyzstan,LEGS,Department of Legal Studies,Submitted via Web (PAID),12:39:43,2022-12-19,2022-12-27,2023/24,
050000380702,France,HIST,Department of History,Submitted via Web (PAID),19:03:09,2023-01-21,2023-02-02,2023/24,
050000380709,Pakistan,UGS,Undergraduate Studies,Submitted via Web (PAID),14:46:15,2023-01-28,2023-02-06,2023/24,
050000380819,Hungary,NATI,Nationalism Studies Program,Submitted via Web (PAID),18:43:25,2023-01-12,2023-02-06,2023/24,
050000380819,Hungary,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),22:36:06,2023-02-01,2023-02-06,2023/24,
050000380923,"Iran, Islamic Republic of",GENS,Department of Gender Studies,Submitted via Web (PAID),14:52:05,2023-01-30,2023-02-02,2023/24,
050000380923,"Iran, Islamic Republic of",GENS,Department of Gender Studies,Submitted via Web (PAID),12:54:51,2023-01-30,2023-02-02,2023/24,
050000380923,"Iran, Islamic Republic of",GENS,Department of Gender Studies,Submitted via Web (PAID),11:31:21,2023-02-01,2023-02-02,2023/24,
050000380953,Mongolia,LEGS,Department of Legal Studies,Submitted via Web (PAID),22:38:06,2022-10-23,2023-01-17,2023/24,
050000380953,Mongolia,DOPP,Department of Public Policy,Submitted via Web (PAID),10:32:26,2023-01-12,2023-01-17,2023/24,
050000380960,India,DNDS,Department of Network and Data Science,Submitted via Web (PAID),11:32:43,2022-10-09,2023-01-30,2023/24,
050000381019,Russian Federation,GENS,Department of Gender Studies,Submitted via Web (PAID),21:33:30,2022-12-04,2023-01-24,2023/24,
050000381019,Russian Federation,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),21:36:25,2022-12-04,2023-01-26,2023/24,
050000381031,United States of America,SOCL,Department of Sociology and Social Anthropology,Submitted via Web (PAID),09:53:58,2023-02-01,2023-02-06,2023/24,
050000381133,"Iran, Islamic Republic of",PHIL,Department of Philosophy,Submitted via Web (PAID),15:46:28,2023-01-30,2023-02-03,2023/24,
050000381177,Greece,RGPP,Roma Graduate Preparation Program,Submitted via Web (PAID),17:40:30,2023-03-03,2023-04-02,2023/24,
050000381224,Ghana,ECBS,Department of Economics and Business,Submitted via Web (PAID),21:35:50,2023-01-22,2023-02-03,2023/24,
050000381224,Ghana,ECBS,Department of Economics and Business,Submitted via Web (PAID),16:36:19,2022-11-08,2023-02-03,2023/24,
050000381281,Slovakia,LEGS,Department of Legal Studies,Submitted via Web (PAID),22:06:18,2022-12-25,2023-02-01,2023/24,
050000381342,Nigeria,INTR,Department of International Relations,Submitted via Web (PAID),14:25:07,2022-12-08,2023-01-31,2023/24,
050000379708,Mexico,GENS,Department of Gender Studies,Submitted via Web (PAID),00:31:44,2022-11-03,2022-12-27,2023/24,GENS
050000381644,Lithuania,GENS,Department of Gender Studies,Submitted via Web (PAID),21:34:10,2023-01-25,2023-01-30,2023/24,
050000381644,Lithuania,GENS,Department of Gender Studies,Submitted via Web (PAID),23:05:27,2023-01-25,2023-01-30,2023/24,
050000381677,Pakistan,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),07:54:38,2023-01-11,2023-01-31,2023/24,
050000381684,Slovakia,MEDS,Department of Medieval Studies,Submitted via Web (PAID),14:10:09,2023-01-15,2023-01-31,2023/24,
050000381765,Kyrgyzstan,LEGS,Department of Legal Studies,Submitted via Web (PAID),17:50:27,2022-11-12,2023-01-31,2023/24,
050000381776,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),16:10:19,2022-11-16,2022-12-12,2023/24,
050000381776,Nigeria,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),08:40:21,2022-12-21,2022-12-22,2023/24,
050000381784,Albania,DOPP,Department of Public Policy,Submitted via Web (PAID),09:34:52,2023-01-30,2023-02-02,2023/24,
050000381784,Albania,DOPP,Department of Public Policy,Submitted via Web (PAID),12:23:27,2023-01-30,2023-02-02,2023/24,
050000381784,Albania,DOPP,Department of Public Policy,Submitted via Web (PAID),12:00:48,2023-01-30,2023-02-02,2023/24,
050000381831,Serbia,UGS,Undergraduate Studies,Submitted via Web (PAID),16:07:42,2022-11-10,2023-02-06,2023/24,
050000369326,France,UGS,Undergraduate Studies,Submitted via Web (PAID),18:09:31,2022-11-25,2023-01-30,2023/24,WALKIN
050000381865,Kenya,INTR,Department of International Relations,Submitted via Web (PAID),12:55:06,2023-01-31,2023-02-03,2023/24,PROSMLADI
050000381970,Turkey,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),14:24:16,2022-11-02,2023-02-02,2023/24,
050000381970,Turkey,DSPS,"Doctoral School of Political Science, Public Policy, and International Relations",Submitted via Web (PAID),15:59:32,2023-01-16,2023-02-02,2023/24,
050000382071,Uganda,LEGS,Department of Legal Studies,Submitted via Web (PAID),21:14:45,2022-11-23,2023-02-02,2023/24,
050000382198,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),10:55:18,2023-01-28,2023-01-28,2023/24,
050000382198,Pakistan,ECBS,Department of Economics and Business,Submitted via Web (PAID),09:34:32,2023-01-01,2023-01-03,2023/24,
050000382198,Pakistan,DNDS,Department of Network and Data Science,Submitted via Web (PAID),20:09:06,2023-01-10,2023-01-11,2023/24,
050000361871,Georgia,MEDS,Department of Medieval Studies,Submitted via Web (PAID),14:21:12,2022-10-03,2023-01-11,2023/24,STROFB
050000382214,Pakistan,HIST,Department of History,Submitted via Web (PAID),22:02:14,2023-01-14,2023-01-27,2023/24,
050000382221,Colombia,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),00:33:31,2023-01-21,2023-01-30,2023/24,
050000382229,United States of America,ENVS,Department of Environmental Sciences and Policy,Submitted via Web (PAID),02:17:25,2022-12-12,2023-02-01,2023/24,
050000382336,India,HIST,Department of History,Submitted via Web (PAID),09:07:57,2023-01-06,2023-02-02,2023/24,
050000382356,Ireland,HIST,Department of History,Submitted via Web (PAID),18:46:03,2023-01-31,2023-02-02,2023/24,
050000382369,Pakistan,DOPP,Department of Public Policy,Submitted via Web (PAID),20:00:04,2023-01-30,2023-02-06,2023/24,
